"행정구역(시군구)별(1)",행정구역(시군구)별(2),2022
"전국",소계,23705814
"서울특별시",소계,4446296
"서울특별시",종로구,72524
"서울특별시",중구,63139
"서울특별시",용산구,109805
"서울특별시",성동구,133305
"서울특별시",광진구,169291
"서울특별시",동대문구,169873
"서울특별시",중랑구,187413
"서울특별시",성북구,197082
"서울특별시",강북구,144313
"서울특별시",도봉구,138356
"서울특별시",노원구,217540
"서울특별시",은평구,213876
"서울특별시",서대문구,145797
"서울특별시",마포구,180084
"서울특별시",양천구,181187
"서울특별시",강서구,273697
"서울특별시",구로구,183655
"서울특별시",금천구,119583
"서울특별시",영등포구,188832
"서울특별시",동작구,185773
"서울특별시",관악구,283623
"서울특별시",서초구,167749
"서울특별시",강남구,232777
"서울특별시",송파구,284853
"서울특별시",강동구,202169
"부산광역시",소계,1555867
"부산광역시",중구,23960
"부산광역시",서구,53626
"부산광역시",동구,46349
"부산광역시",영도구,54342
"부산광역시",부산진구,178049
"부산광역시",동래구,119503
"부산광역시",남구,117601
"부산광역시",북구,123569
"부산광역시",해운대구,170435
"부산광역시",사하구,140778
"부산광역시",금정구,106950
"부산광역시",강서구,62426
"부산광역시",연제구,93557
"부산광역시",수영구,87361
"부산광역시",사상구,98625
"부산광역시",기장군,78736
"대구광역시",소계,1070873
"대구광역시",중구,40749
"대구광역시",동구,159422
"대구광역시",서구,81116
"대구광역시",남구,76401
"대구광역시",북구,192697
"대구광역시",수성구,171480
"대구광역시",달서구,235883
"대구광역시",달성군,113125
"인천광역시",소계,1322632
"인천광역시",중구,75960
"인천광역시",중구영종출장소,0
"인천광역시",중구용유출장소,0
"인천광역시",동구,27618
"인천광역시",미추홀구,194841
"인천광역시",연수구,156047
"인천광역시",남동구,226763
"인천광역시",부평구,217924
"인천광역시",계양구,127201
"인천광역시",서구,248741
"인천광역시",서구검단출장소,0
"인천광역시",강화군,35114
"인천광역시",옹진군,12423
"광주광역시",소계,652355
"광주광역시",동구,54072
"광주광역시",서구,133554
"광주광역시",남구,95868
"광주광역시",북구,198085
"광주광역시",광산구,170776
"대전광역시",소계,673429
"대전광역시",동구,108640
"대전광역시",중구,107692
"대전광역시",서구,216539
"대전광역시",유성구,160305
"대전광역시",대덕구,80253
"울산광역시",소계,486143
"울산광역시",중구,93055
"울산광역시",남구,139525
"울산광역시",동구,66282
"울산광역시",북구,87153
"울산광역시",울주군,100128
"세종특별자치시",소계,159386
"세종특별자치시",세종시,159386
"경기도",소계,5913694
"경기도",수원시,528482
"경기도",장안구,118811
"경기도",권선구,161085
"경기도",팔달구,95950
"경기도",영통구,152636
"경기도",성남시,408195
"경기도",수정구,113458
"경기도",중원구,100139
"경기도",분당구,194598
"경기도",의정부시,208352
"경기도",안양시,227475
"경기도",만안구,102550
"경기도",동안구,124925
"경기도",부천시,344135
"경기도",광명시,118493
"경기도",평택시,271362
"경기도",송탄출장소,0
"경기도",안중출장소,0
"경기도",동두천시,43973
"경기도",안산시,291091
"경기도",상록구,156033
"경기도",단원구,135058
"경기도",고양시,461459
"경기도",덕양구,216683
"경기도",일산동구,128567
"경기도",일산서구,116209
"경기도",과천시,28726
"경기도",구리시,80424
"경기도",남양주시,304288
"경기도",풍양출장소,0
"경기도",오산시,103552
"경기도",시흥시,223534
"경기도",군포시,113878
"경기도",의왕시,64839
"경기도",하남시,140415
"경기도",용인시,432151
"경기도",처인구,115654
"경기도",기흥구,174294
"경기도",수지구,142203
"경기도",파주시,218264
"경기도",이천시,102618
"경기도",안성시,89951
"경기도",김포시,202189
"경기도",화성시,387820
"경기도",화성시동부출장소,0
"경기도",화성시동탄출장소,0
"경기도",광주시,170497
"경기도",양주시,106361
"경기도",포천시,73438
"경기도",여주시,53946
"경기도",연천군,21858
"경기도",가평군,32140
"경기도",양평군,59788
"강원특별자치도",소계,755481
"강원특별자치도",춘천시,133668
"강원특별자치도",원주시,168755
"강원특별자치도",강릉시,103352
"강원특별자치도",동해시,43251
"강원특별자치도",태백시,20324
"강원특별자치도",속초시,41193
"강원특별자치도",삼척시,33715
"강원특별자치도",홍천군,34510
"강원특별자치도",횡성군,23767
"강원특별자치도",영월군,21288
"강원특별자치도",평창군,21927
"강원특별자치도",정선군,19533
"강원특별자치도",철원군,20605
"강원특별자치도",화천군,12114
"강원특별자치도",양구군,10609
"강원특별자치도",인제군,16631
"강원특별자치도",고성군,15291
"강원특별자치도",양양군,14948
"충청북도",소계,771848
"충청북도",청주시,393697
"충청북도",상당구,87184
"충청북도",서원구,90101
"충청북도",흥덕구,125730
"충청북도",청원구,90682
"충청북도",충주시,100843
"충청북도",제천시,65436
"충청북도",보은군,16959
"충청북도",옥천군,25415
"충청북도",영동군,23794
"충청북도",증평군,18583
"충청북도",진천군,42398
"충청북도",괴산군,21347
"충청북도",음성군,48292
"충청북도",단양군,15084
"충청남도",소계,1019093
"충청남도",천안시,302893
"충청남도",동남구,119122
"충청남도",서북구,183771
"충청남도",공주시,52394
"충청남도",보령시,49694
"충청남도",아산시,152249
"충청남도",서산시,82433
"충청남도",논산시,58137
"충청남도",계룡시,18051
"충청남도",당진시,81199
"충청남도",금산군,26180
"충청남도",부여군,32945
"충청남도",서천군,26666
"충청남도",청양군,16567
"충청남도",홍성군,46871
"충청남도",예산군,39605
"충청남도",태안군,33209
"전라북도",소계,855849
"전라북도",전주시,296241
"전라북도",완산구,153551
"전라북도",덕진구,142690
"전라북도",전주시효자출장소,0
"전라북도",군산시,123176
"전라북도",익산시,130068
"전라북도",익산시함열출장소,0
"전라북도",정읍시,54528
"전라북도",남원시,39799
"전라북도",김제시,43215
"전라북도",완주군,45356
"전라북도",진안군,13513
"전라북도",무주군,12932
"전라북도",장수군,11611
"전라북도",임실군,14992
"전라북도",순창군,14132
"전라북도",고창군,28592
"전라북도",부안군,27694
"전라남도",소계,907710
"전라남도",목포시,104039
"전라남도",여수시,128720
"전라남도",순천시,124828
"전라남도",나주시,59865
"전라남도",광양시,68734
"전라남도",담양군,24787
"전라남도",곡성군,15512
"전라남도",구례군,13429
"전라남도",고흥군,35445
"전라남도",보성군,22282
"전라남도",화순군,32093
"전라남도",장흥군,19788
"전라남도",강진군,18550
"전라남도",해남군,35074
"전라남도",영암군,28353
"전라남도",무안군,43119
"전라남도",함평군,18010
"전라남도",영광군,27549
"전라남도",장성군,23358
"전라남도",완도군,25781
"전라남도",진도군,16578
"전라남도",신안군,21816
"경상북도",소계,1286873
"경상북도",포항시,232371
"경상북도",남구,109532
"경상북도",북구,122839
"경상북도",경주시,124027
"경상북도",김천시,69038
"경상북도",안동시,77759
"경상북도",구미시,184786
"경상북도",영주시,50663
"경상북도",영천시,54431
"경상북도",상주시,49315
"경상북도",문경시,37056
"경상북도",경산시,127392
"경상북도",군위군,13693
"경상북도",의성군,29005
"경상북도",청송군,14038
"경상북도",영양군,9070
"경상북도",영덕군,19741
"경상북도",청도군,23443
"경상북도",고령군,16758
"경상북도",성주군,23918
"경상북도",칠곡군,54443
"경상북도",예천군,28155
"경상북도",봉화군,16830
"경상북도",울진군,25462
"경상북도",울릉군,5479
"경상남도",소계,1516930
"경상남도",창원시,456191
"경상남도",의창구,96712
"경상남도",성산구,106194
"경상남도",마산합포구,84722
"경상남도",마산회원구,82697
"경상남도",진해구,85866
"경상남도",진주시,158827
"경상남도",통영시,59506
"경상남도",사천시,54395
"경상남도",사천남양출장소,0
"경상남도",김해시,228540
"경상남도",장유출장소,0
"경상남도",밀양시,53674
"경상남도",거제시,103495
"경상남도",양산시,155897
"경상남도",양산시웅상출장소,0
"경상남도",의령군,15098
"경상남도",함안군,30808
"경상남도",창녕군,32198
"경상남도",고성군,26564
"경상남도",남해군,22774
"경상남도",하동군,23675
"경상남도",산청군,19576
"경상남도",함양군,20868
"경상남도",거창군,30659
"경상남도",합천군,24185
"제주특별자치도",소계,311355
"제주특별자치도",제주시,222599
"제주특별자치도",서귀포시,88756
